file_base_name,split,length,duration,makam,form,usul,title,artist,label
segah--turku--sofyan--ana_beni--.npy,train,104,3332,segah,turku,sofyan,ana_beni,,29
sultaniyegah--kupe--yuruksemai_ii--eyledin_bezm-i--ahmet_avni_konuk.npy,train,71,4785,sultaniyegah,kupe,yuruksemai_ii,eyledin_bezm-i,ahmet_avni_konuk,32
hicaz--ornek_oz--senginsemai--1--ruhi_ayangil.npy,train,33,2390,hicaz,ornek_oz,senginsemai,1,ruhi_ayangil,8
acemasiran--zeybek--agiraksak--su_izmirin--tahsin_karakus.npy,train,604,27653,acemasiran,zeybek,agiraksak,su_izmirin,tahsin_karakus,0
rast--sarki--curcuna--icime_hep--yildirim_gurses.npy,train,338,20820,rast,sarki,curcuna,icime_hep,yildirim_gurses,26
karcigar--sarki--aksak--daglari_hep--sadettin_kaynak.npy,train,418,18845,karcigar,sarki,aksak,daglari_hep,sadettin_kaynak,16
buselik--pesrev--muhammes----nikolaki.npy,train,499,19610,buselik,pesrev,muhammes,,nikolaki,4
suzinak_zirgule--sarki--aksak--gozlerin_bir--ferit_sidal.npy,train,776,20568,suzinak_zirgule,sarki,aksak,gozlerin_bir,ferit_sidal,35
ussak--sarki--agiraksak--kimseler_gelmez--sevki_bey.npy,train,568,25994,ussak,sarki,agiraksak,kimseler_gelmez,sevki_bey,37
mahur--turku--kapali_curcuna--indim_yarin--.npy,train,296,15991,mahur,turku,kapali_curcuna,indim_yarin,,19
kurdi--seyir--sofyan--1--erol_bingol.npy,train,44,2904,kurdi,seyir,sofyan,1,erol_bingol,17
saba--turku--duyek--hangi_bagin--.npy,train,468,12435,saba,turku,duyek,hangi_bagin,,27
rast--sarki--devrihindi--gonlumun_ezhar--fehmi_tokay.npy,train,364,17816,rast,sarki,devrihindi,gonlumun_ezhar,fehmi_tokay,26
buselik--sarki--curcuna--aman_cana--fehmi_tokay.npy,train,162,7995,buselik,sarki,curcuna,aman_cana,fehmi_tokay,4
acemkurdi--sarki--senginsemai--askin_ile--sadi_hosses.npy,train,317,18462,acemkurdi,sarki,senginsemai,askin_ile,sadi_hosses,1
hicaz--ninni--sofyan--dagda_tavsanlar--tanburi_cemil_bey.npy,train,140,6390,hicaz,ninni,sofyan,dagda_tavsanlar,tanburi_cemil_bey,8
hicaz--turku--sofyan--gokteki_yildizin--.npy,train,194,6104,hicaz,turku,sofyan,gokteki_yildizin,,8
hicazkar--sarki--aksak--bir_yar--k_hafiz_yasar.npy,train,373,9994,hicazkar,sarki,aksak,bir_yar,k_hafiz_yasar,11
ussak--sarki--aksak--gulzara_nazar--sevki_bey.npy,train,423,16130,ussak,sarki,aksak,gulzara_nazar,sevki_bey,37
karcigar--sarki--sofyan--yine_ey--santuri_ethem_efendi.npy,train,398,15255,karcigar,sarki,sofyan,yine_ey,santuri_ethem_efendi,16
muhayyer--sarki--sofyan--nicin_mahzun--haci_arif_bey.npy,train,419,11451,muhayyer,sarki,sofyan,nicin_mahzun,haci_arif_bey,20
hicaz--sarki--senginsemai--nesem_emelim--lemi_atli.npy,train,539,23718,hicaz,sarki,senginsemai,nesem_emelim,lemi_atli,8
tahir--turku--ciftesofyan--yayla_yollarinda--.npy,train,388,8437,tahir,turku,ciftesofyan,yayla_yollarinda,,36
segah--turku--kapali_curcuna--incecikten_bir--sadettin_kaynak.npy,train,337,17630,segah,turku,kapali_curcuna,incecikten_bir,sadettin_kaynak,29
beyati--sarki--senginsemai--bir_boyle--fehmi_tokay.npy,train,228,11995,beyati,sarki,senginsemai,bir_boyle,fehmi_tokay,3
kurdilihicazkar--sarki--duyek--gecmesin_gunumuz--alaeddin_yavasca.npy,train,640,27415,kurdilihicazkar,sarki,duyek,gecmesin_gunumuz,alaeddin_yavasca,18
acemasiran--seyir--sofyan--1--erol_bingol.npy,train,102,6380,acemasiran,seyir,sofyan,1,erol_bingol,0
segah--turku--aksak--yarim_istanbulu--kayseri.npy,train,456,18283,segah,turku,aksak,yarim_istanbulu,kayseri,29
tahir--sarki--duyek--gonul_vermisken--fehmi_tokay.npy,train,307,14912,tahir,sarki,duyek,gonul_vermisken,fehmi_tokay,36
mahur--sarki--senginsemai--hala_kanayan--yorgo_bacanos.npy,train,542,21851,mahur,sarki,senginsemai,hala_kanayan,yorgo_bacanos,19
nihavent--sarki--duyek--sen_benim--emin_ongan.npy,train,464,32990,nihavent,sarki,duyek,sen_benim,emin_ongan,23
rast--fantezi--duyek--haydi_biraz--omer_sami_gupgup.npy,train,356,21531,rast,fantezi,duyek,haydi_biraz,omer_sami_gupgup,26
kurdilihicazkar--sarki--agiraksak--bu_gonul--sari_onnik.npy,train,507,23413,kurdilihicazkar,sarki,agiraksak,bu_gonul,sari_onnik,18
hicaz--kosma--nimsofyan--yuru_dilber--ankara.npy,train,660,15753,hicaz,kosma,nimsofyan,yuru_dilber,ankara,8
saba--sarki--aksak--bir_esmere--tanburi_mustafa_cavus.npy,train,394,11985,saba,sarki,aksak,bir_esmere,tanburi_mustafa_cavus,27
buselik--fantezi--devrituran--bir_ak_duvak--fethi_karamahmutoglu.npy,train,194,6646,buselik,fantezi,devrituran,bir_ak_duvak,fethi_karamahmutoglu,4
nihavent--sarki--aydin--sozbirligi--muallim_ismail_hakki_bey.npy,train,209,11068,nihavent,sarki,aydin,sozbirligi,muallim_ismail_hakki_bey,23
kurdilihicazkar--aranagme--semai--1--.npy,train,69,2388,kurdilihicazkar,aranagme,semai,1,,18
rast--mars--sofyan--baska_bir--musa_sureyya_bey.npy,train,244,16488,rast,mars,sofyan,baska_bir,musa_sureyya_bey,26
buselik--agirsemai--aksaksemai--niyaz-i_nagme-i--comlekcizade_recep_celebi.npy,train,258,17717,buselik,agirsemai,aksaksemai,niyaz-i_nagme-i,comlekcizade_recep_celebi,4
ussak--sarki--kapali_curcuna--cana_rakibi--giriftzen_asim_bey.npy,train,331,16870,ussak,sarki,kapali_curcuna,cana_rakibi,giriftzen_asim_bey,37
hicaz--ornek_oz--devrihindi--1--ruhi_ayangil.npy,train,43,2790,hicaz,ornek_oz,devrihindi,1,ruhi_ayangil,8
nisaburek--sarki--aydin--meclise_gel--tanburi_mustafa_cavus.npy,train,312,12367,nisaburek,sarki,aydin,meclise_gel,tanburi_mustafa_cavus,25
segah--turku--azeriyuruksemai--ayli_gece--azeri.npy,train,492,13896,segah,turku,azeriyuruksemai,ayli_gece,azeri,29
saba--turku--sofyan--bir_dalda--istanbul.npy,train,650,14927,saba,turku,sofyan,bir_dalda,istanbul,27
hicaz--sazsemaisi--aksaksemai----muhittin_erev.npy,train,625,24043,hicaz,sazsemaisi,aksaksemai,,muhittin_erev,8
segah--sarki--murekkepnimsofyan--olursem_yaziktir--hayri_yenigun.npy,train,355,16793,segah,sarki,murekkepnimsofyan,olursem_yaziktir,hayri_yenigun,29
karcigar--ornek_oz--devrihindi--1--ruhi_ayangil.npy,train,39,3288,karcigar,ornek_oz,devrihindi,1,ruhi_ayangil,16
sedaraban--sarki--devrihindi--bade-i_vuslat--faize_ergin.npy,train,479,22627,sedaraban,sarki,devrihindi,bade-i_vuslat,faize_ergin,28
rast--ornek_oz--musemmen--1--ruhi_ayangil.npy,train,24,1588,rast,ornek_oz,musemmen,1,ruhi_ayangil,26
buselik--ilahi--sofyan--bizi_insan--cinucen_tanrikorur.npy,train,384,17997,buselik,ilahi,sofyan,bizi_insan,cinucen_tanrikorur,4
karcigar--sarki--ciftesofyan--kara_bulutlari--sadettin_kaynak.npy,train,402,17991,karcigar,sarki,ciftesofyan,kara_bulutlari,sadettin_kaynak,16
ferahfeza--yuruksemai--yuruksemai_ii--bu_gece--dede_efendi.npy,train,673,31942,ferahfeza,yuruksemai,yuruksemai_ii,bu_gece,dede_efendi,6
hicazkar--sarki--senginsemai--layik_mi--sekerci_cemil_bey.npy,train,521,19809,hicazkar,sarki,senginsemai,layik_mi,sekerci_cemil_bey,11
nihavent--sarki--duyek--istanbul_biricik--sadettin_kaynak.npy,train,359,17334,nihavent,sarki,duyek,istanbul_biricik,sadettin_kaynak,23
nihavent--sarki--aksak--gonlum_yine--seyh_ethem_efendi.npy,train,460,18640,nihavent,sarki,aksak,gonlum_yine,seyh_ethem_efendi,23
evic--sarki--aydin--kakulleri_lule--tanburi_mustafa_cavus.npy,train,476,14736,evic,sarki,aydin,kakulleri_lule,tanburi_mustafa_cavus,5
nihavent--turku--agir_aksaksemai--bir_ates_ver--.npy,train,373,14329,nihavent,turku,agir_aksaksemai,bir_ates_ver,,23
mahur--sazsemaisi--aksaksemai--bahar_1--goksel_baktagir.npy,train,829,28644,mahur,sazsemaisi,aksaksemai,bahar_1,goksel_baktagir,19
acemasiran--aranagme--yuruksemai--1--.npy,train,82,4792,acemasiran,aranagme,yuruksemai,1,,0
huseyni--sarki--aksak--bir_dilberdir--tanburi_mustafa_cavus.npy,train,182,11996,huseyni,sarki,aksak,bir_dilberdir,tanburi_mustafa_cavus,13
hicaz--sarki--curcuna--bahar_olsa--fahri_kopuz.npy,train,414,20195,hicaz,sarki,curcuna,bahar_olsa,fahri_kopuz,8
segah--sarki--kapali_curcuna--hasta_kalbimde--kaptanzade_ali_riza_bey.npy,train,370,21113,segah,sarki,kapali_curcuna,hasta_kalbimde,kaptanzade_ali_riza_bey,29
hicaz--rumeliturkusu--aksak--yine_de--rumeli.npy,train,371,9781,hicaz,rumeliturkusu,aksak,yine_de,rumeli,8
hicazkar--sarki--duyek--kulagimdan_gitmiyor--ozcan_korkut.npy,train,746,28919,hicazkar,sarki,duyek,kulagimdan_gitmiyor,ozcan_korkut,11
segah--turku--curcuna--havuz_basinin--erzincan.npy,train,264,13747,segah,turku,curcuna,havuz_basinin,erzincan,29
suzidil--sarki--ciftesofyan--gul_olsam--bimen_sen.npy,train,484,13088,suzidil,sarki,ciftesofyan,gul_olsam,bimen_sen,33
muhayyer--turku--curcuna--yar_yuregim--urfa.npy,train,466,13677,muhayyer,turku,curcuna,yar_yuregim,urfa,20
huzzam--sarki--aksak--yine_bir--serif_icli.npy,train,489,19357,huzzam,sarki,aksak,yine_bir,serif_icli,14
kurdilihicazkar--sarki--aksak--gun_dogmayacak--musa_sureyya_bey.npy,train,478,20693,kurdilihicazkar,sarki,aksak,gun_dogmayacak,musa_sureyya_bey,18
rast--sarki--duyek--her_telden--sakir_aga.npy,train,317,16011,rast,sarki,duyek,her_telden,sakir_aga,26
isfahan--sarki--devrihindi--dil-i_bicare--mahmud_celaleddin_pasa.npy,train,487,21544,isfahan,sarki,devrihindi,dil-i_bicare,mahmud_celaleddin_pasa,15
nisaburek--sarki--turkaksagi--bir_soz_dedi--munir_nurettin_selcuk.npy,train,611,27845,nisaburek,sarki,turkaksagi,bir_soz_dedi,munir_nurettin_selcuk,25
nihavent--sarki--yuruksemai_ii--sevdim_seni--tanburi_cemil_bey.npy,train,412,16500,nihavent,sarki,yuruksemai_ii,sevdim_seni,tanburi_cemil_bey,23
ussak--sarki--turkaksagi--hasret_dolu--serif_icli.npy,train,477,17845,ussak,sarki,turkaksagi,hasret_dolu,serif_icli,37
yegah--sarki--nimsofyan--edersen_de--sevki_bey.npy,train,301,6394,yegah,sarki,nimsofyan,edersen_de,sevki_bey,38
evic--sarki--agiraksak--bir_sebeple--kazasker_mustafa_izzet_efendi.npy,train,627,21013,evic,sarki,agiraksak,bir_sebeple,kazasker_mustafa_izzet_efendi,5
karcigar--seyir--devrihindi--1--erol_bingol.npy,train,71,3106,karcigar,seyir,devrihindi,1,erol_bingol,16
acemkurdi--seyir--senginsemai--1--erol_bingol.npy,train,51,4770,acemkurdi,seyir,senginsemai,1,erol_bingol,1
ussak--ornek_oz--sofyan--1--huseyin_sadettin_arel.npy,train,35,2668,ussak,ornek_oz,sofyan,1,huseyin_sadettin_arel,37
hicaz--kupe--duyek--gerci--ahmet_avni_konuk.npy,train,85,6743,hicaz,kupe,duyek,gerci,ahmet_avni_konuk,8
mahur--turku--sofyan--su_dere--.npy,train,368,10968,mahur,turku,sofyan,su_dere,,19
gerdaniye--turku--sofyan--benusene_gideyim--.npy,train,336,11172,gerdaniye,turku,sofyan,benusene_gideyim,,7
nihavent--fantezi--sofyan--mevsimlere_aldanirim--omer_sami_gupgup.npy,train,538,27997,nihavent,fantezi,sofyan,mevsimlere_aldanirim,omer_sami_gupgup,23
huseyni--sarki--duyek--bahcede_gordum--medeni_aziz_efendi.npy,train,99,3478,huseyni,sarki,duyek,bahcede_gordum,medeni_aziz_efendi,13
acemkurdi--aranagme--senginsemai--1--.npy,train,128,7377,acemkurdi,aranagme,senginsemai,1,,1
hicaz--turku--aksak--el_zanneder--urfa.npy,train,632,18935,hicaz,turku,aksak,el_zanneder,urfa,8
gerdaniye--turku--kapali_curcuna--sirali_daglarin--salih_turhan.npy,train,310,8725,gerdaniye,turku,kapali_curcuna,sirali_daglarin,salih_turhan,7
suzinak--seyir--sofyan--1--sefik_gurmeric.npy,train,83,4790,suzinak,seyir,sofyan,1,sefik_gurmeric,34
segah--sarki--duyek--o_gece--omer_sami_gupgup.npy,train,222,11997,segah,sarki,duyek,o_gece,omer_sami_gupgup,29
hicaz--turku--raksaksagi--arabaci--istanbul.npy,train,467,16324,hicaz,turku,raksaksagi,arabaci,istanbul,8
sultaniyegah--sarki--aksak--askin_karanlik--mustafa_sunar.npy,train,386,11669,sultaniyegah,sarki,aksak,askin_karanlik,mustafa_sunar,32
hicaz_uzzal--sarki--curcuna--ne_kustun--sekerci_cemil_bey.npy,train,443,21328,hicaz_uzzal,sarki,curcuna,ne_kustun,sekerci_cemil_bey,10
tahir--turku--bektasidevrirevani--asamadim_su--eskisehir.npy,train,320,12750,tahir,turku,bektasidevrirevani,asamadim_su,eskisehir,36
hisarbuselik--sarki--turkaksagi--bir_nevcivansin--rahmi_bey.npy,train,366,13338,hisarbuselik,sarki,turkaksagi,bir_nevcivansin,rahmi_bey,12
hicazkar--sarki--senginsemai--son_askimi--lemi_atli.npy,train,518,24015,hicazkar,sarki,senginsemai,son_askimi,lemi_atli,11
ussak--sarki--raksaksagi--gemim_gidiyor--sadettin_kaynak.npy,train,189,8223,ussak,sarki,raksaksagi,gemim_gidiyor,sadettin_kaynak,37
kurdilihicazkar--sazsemaisi--aksaksemai--sonbahar--coskun_acikgoz.npy,train,968,32775,kurdilihicazkar,sazsemaisi,aksaksemai,sonbahar,coskun_acikgoz,18
hicaz--beste--lenkfahte--baktikca_husn_u--suphi_ezgi.npy,train,399,19489,hicaz,beste,lenkfahte,baktikca_husn_u,suphi_ezgi,8
segah--sarki--aksak--seni_her--misirli_udi_ibrahim_efendi.npy,train,360,10796,segah,sarki,aksak,seni_her,misirli_udi_ibrahim_efendi,29
nisaburek--sarki--musemmen--gul_yuzun--vecihe_daryal.npy,train,309,14546,nisaburek,sarki,musemmen,gul_yuzun,vecihe_daryal,25
isfahan--sarki--agiraksak--sen_de_mi--udi_hasan.npy,train,491,19528,isfahan,sarki,agiraksak,sen_de_mi,udi_hasan,15
beyati--sarki--duyek--hayli_demdir--suphi_ziya_ozbekkan.npy,train,382,22550,beyati,sarki,duyek,hayli_demdir,suphi_ziya_ozbekkan,3
segah--sarki--yuruksemai_ii--kapat_gozlerini--mustafa_seyran.npy,train,450,22576,segah,sarki,yuruksemai_ii,kapat_gozlerini,mustafa_seyran,29
rast--sarki--duyek--bir_gonul--ferit_sidal.npy,train,445,18282,rast,sarki,duyek,bir_gonul,ferit_sidal,26
huzzam--sarki--aksak--sonbaharin_bizi--bekir_sitki_sezgin.npy,train,357,15835,huzzam,sarki,aksak,sonbaharin_bizi,bekir_sitki_sezgin,14
ussak--ornek_oz--senginsemai--1--ruhi_ayangil.npy,train,34,3186,ussak,ornek_oz,senginsemai,1,ruhi_ayangil,37
hicazkar--kocekce--devrihindi--ay_mi--muallim_ismail_hakki_bey.npy,train,297,13187,hicazkar,kocekce,devrihindi,ay_mi,muallim_ismail_hakki_bey,11
huseyni--turku--14_4--tutam_yar--erzurum.npy,train,180,11100,huseyni,turku,14_4,tutam_yar,erzurum,13
hicazkar--sarki--semai--sari_mimozamsin--alaeddin_yavasca.npy,train,331,17093,hicazkar,sarki,semai,sari_mimozamsin,alaeddin_yavasca,11
suzidil--aranagme--curcuna--1--.npy,train,138,5727,suzidil,aranagme,curcuna,1,,33
nisaburek--sarki--semai--aski_fisildar--neveser_kokdes.npy,train,357,16610,nisaburek,sarki,semai,aski_fisildar,neveser_kokdes,25
muhayyer--sarki--sofyan--bir_gun--ziya_taskent.npy,train,512,21809,muhayyer,sarki,sofyan,bir_gun,ziya_taskent,20
segah--seyir--sofyan--1--erol_bingol.npy,train,54,3190,segah,seyir,sofyan,1,erol_bingol,29
acemasiran--selam--mevlevievferi--sultan-i_meni--huseyin_fahreddin_dede.npy,train,204,10279,acemasiran,selam,mevlevievferi,sultan-i_meni,huseyin_fahreddin_dede,0
mahur--sarki--aksak--ver_saki--refik_fersan.npy,train,311,16813,mahur,sarki,aksak,ver_saki,refik_fersan,19
yegah--sarki--curcuna--ne_yapsam--haci_faik_bey.npy,train,386,18341,yegah,sarki,curcuna,ne_yapsam,haci_faik_bey,38
kurdilihicazkar--sarki--curcuna--bu_aksam--avni_anil.npy,train,433,20413,kurdilihicazkar,sarki,curcuna,bu_aksam,avni_anil,18
muhayyerkurdi--turku--aksak--cubugum_yok--.npy,train,534,17407,muhayyerkurdi,turku,aksak,cubugum_yok,,21
ussak--rumeliturkusu--nimsofyan--alisimin_kaslari--.npy,train,668,21747,ussak,rumeliturkusu,nimsofyan,alisimin_kaslari,,37
saba--ilahi--duyek--git_ey--munir_nurettin_selcuk.npy,train,376,19281,saba,ilahi,duyek,git_ey,munir_nurettin_selcuk,27
suzinak--sarki--aksak--beni_bigane-i--mehmet_cemil_bey.npy,train,409,18593,suzinak,sarki,aksak,beni_bigane-i,mehmet_cemil_bey,34
mahur--mars--nimhafif--vur_pence-i--munir_nurettin_selcuk.npy,train,461,23994,mahur,mars,nimhafif,vur_pence-i,munir_nurettin_selcuk,19
saba--seyir--sofyan--1--erol_bingol.npy,train,52,3190,saba,seyir,sofyan,1,erol_bingol,27
nihavent--sarki--turkaksagi--nerelerde_kaldin--sermuezzin_hakki_bey.npy,train,300,12026,nihavent,sarki,turkaksagi,nerelerde_kaldin,sermuezzin_hakki_bey,23
hicaz--turku--aksak--karanfil_oylum_oylum--.npy,train,306,10490,hicaz,turku,aksak,karanfil_oylum_oylum,,8
ussak--aranagme--duyek--1--.npy,train,60,2460,ussak,aranagme,duyek,1,,37
hicaz--sazsemaisi--aksaksemai----refik_talat_alpman.npy,train,850,33194,hicaz,sazsemaisi,aksaksemai,,refik_talat_alpman,8
karcigar--sarki--agiraksak--ah_efendim--hafiz_yusuf_efendi.npy,train,482,19576,karcigar,sarki,agiraksak,ah_efendim,hafiz_yusuf_efendi,16
hicaz--turku--nimsofyan--dane_dane--kirsehir.npy,train,367,10347,hicaz,turku,nimsofyan,dane_dane,kirsehir,8
suzinak--aranagme--aksak--1--.npy,train,104,2764,suzinak,aranagme,aksak,1,,34
saba--sarki--duyek--kinali_keklik--zeki_muren.npy,train,542,18279,saba,sarki,duyek,kinali_keklik,zeki_muren,27
hicazkar--kupe--devrirevanihindi--dun_gece--ahmet_avni_konuk.npy,train,111,6577,hicazkar,kupe,devrirevanihindi,dun_gece,ahmet_avni_konuk,11
acemasiran--pesrev--frenkcin----nuri_halil_poyraz.npy,train,618,34165,acemasiran,pesrev,frenkcin,,nuri_halil_poyraz,0
sehnaz--sarki--aksak--meclis_ara--tanburi_mustafa_cavus.npy,train,292,14231,sehnaz,sarki,aksak,meclis_ara,tanburi_mustafa_cavus,30
hicazkar--kocekce--aksak--gece_gunduz--muallim_ismail_hakki_bey.npy,train,329,11418,hicazkar,kocekce,aksak,gece_gunduz,muallim_ismail_hakki_bey,11
hicazkar--pesrev--berefsan----gazi_giray_han.npy,train,1203,65142,hicazkar,pesrev,berefsan,,gazi_giray_han,11
beyati--turku--kapali_curcuna--aksam_olur--urfa.npy,train,708,21119,beyati,turku,kapali_curcuna,aksam_olur,urfa,3
acemasiran--sarki--duyek--sim-ten_gonca--sakir_aga.npy,train,385,23195,acemasiran,sarki,duyek,sim-ten_gonca,sakir_aga,0
beyati--sarki--duyek--askn_fecri--sadettin_kaynak.npy,train,339,17516,beyati,sarki,duyek,askn_fecri,sadettin_kaynak,3
sehnaz--sarki--curcuna--beni_ateslere--zeki_arif_ataergin.npy,train,480,18556,sehnaz,sarki,curcuna,beni_ateslere,zeki_arif_ataergin,30
karcigar--guvende--nimdevir--edremit--.npy,train,350,17994,karcigar,guvende,nimdevir,edremit,,16
evic--kupe--agirevfer--ol_humapervaze--ahmet_avni_konuk.npy,train,105,5986,evic,kupe,agirevfer,ol_humapervaze,ahmet_avni_konuk,5
neva--pesrev--devrikebir----zeki_mehmet_aga.npy,train,415,28425,neva,pesrev,devrikebir,,zeki_mehmet_aga,22
huseyni--sarki--senginsemai--ah_ile--lavtaci_hristo.npy,train,387,17006,huseyni,sarki,senginsemai,ah_ile,lavtaci_hristo,13
acemasiran--sazsemaisi--aksaksemai----misirli_udi_ibrahim_efendi.npy,train,584,24750,acemasiran,sazsemaisi,aksaksemai,,misirli_udi_ibrahim_efendi,0
sultaniyegah--aranagme--turkaksagi--1--.npy,train,164,7988,sultaniyegah,aranagme,turkaksagi,1,,32
suzinak--ilahi--cifteduyek--yandi_bu--ali_riza_sengel.npy,train,356,10599,suzinak,ilahi,cifteduyek,yandi_bu,ali_riza_sengel,34
hicaz--sarki--duyek--aski_seninle--fehmi_tokay.npy,train,269,14545,hicaz,sarki,duyek,aski_seninle,fehmi_tokay,8
huseyni--mars--sofyan--ceddin_deden--kaptanzade_ali_riza_bey.npy,train,240,12260,huseyni,mars,sofyan,ceddin_deden,kaptanzade_ali_riza_bey,13
huzzam--sarki--duyek--pisman_olur_da--irfan_ozbakir.npy,train,567,20296,huzzam,sarki,duyek,pisman_olur_da,irfan_ozbakir,14
kurdilihicazkar--sarki--aksak--bunca_cevrinle--emin_ongan.npy,train,461,18828,kurdilihicazkar,sarki,aksak,bunca_cevrinle,emin_ongan,18
mahur--turku--sofyan--beyoglunda_gezersin--pirincci_riza_bey.npy,train,486,16002,mahur,turku,sofyan,beyoglunda_gezersin,pirincci_riza_bey,19
beyati--sarki--aksak--delisin_deli--selahattin_pinar.npy,train,429,15530,beyati,sarki,aksak,delisin_deli,selahattin_pinar,3
mahur--fantezi--semai--gelin_gibi--necdet_tokatlioglu.npy,train,402,23994,mahur,fantezi,semai,gelin_gibi,necdet_tokatlioglu,19
hicazkar--turku--tekvurus--gul_kuruttum--hatay.npy,train,450,18112,hicazkar,turku,tekvurus,gul_kuruttum,hatay,11
hicaz--sarki--evfer--mah_yuzune--dede_efendi.npy,train,672,19379,hicaz,sarki,evfer,mah_yuzune,dede_efendi,8
buselik--sarki--yuruksemai--suzis-i_sinem--haci_arif_bey.npy,train,440,17355,buselik,sarki,yuruksemai,suzis-i_sinem,haci_arif_bey,4
nisaburek--sarki--duyek--ayrilik_yari--selahaddin_pinar.npy,train,365,16001,nisaburek,sarki,duyek,ayrilik_yari,selahaddin_pinar,25
yegah--pesrev--devrikebir----rauf_yekta.npy,train,337,22005,yegah,pesrev,devrikebir,,rauf_yekta,38
hicaz--rumeliturkusu--sofyan--kirmizi_gulun--rumeli.npy,train,454,20299,hicaz,rumeliturkusu,sofyan,kirmizi_gulun,rumeli,8
tahir--turku--aksak--havuzun_basinda--cankiri.npy,train,248,5997,tahir,turku,aksak,havuzun_basinda,cankiri,36
ussak--sarki--aksak--bir_melek--haci_arif_bey.npy,train,385,15343,ussak,sarki,aksak,bir_melek,haci_arif_bey,37
tahir--sarki--aksak--ben_sana--dellalzade_haci_ismail_efendi.npy,train,380,15515,tahir,sarki,aksak,ben_sana,dellalzade_haci_ismail_efendi,36
sedaraban--sarki--agiraksak--ates-i_askinla--hasim_bey.npy,train,636,22369,sedaraban,sarki,agiraksak,ates-i_askinla,hasim_bey,28
huzzam--sarki--aksak--gonul_verdim--iii_selim.npy,train,492,16673,huzzam,sarki,aksak,gonul_verdim,iii_selim,14
muhayyerkurdi--sarki--duyek--var_mi_hacet--nikogos_aga.npy,train,574,22895,muhayyerkurdi,sarki,duyek,var_mi_hacet,nikogos_aga,21
acemasiran--nakis--yuruksemai--ne_hevayi--dede_efendi.npy,train,740,41377,acemasiran,nakis,yuruksemai,ne_hevayi,dede_efendi,0
